Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","151005.739","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","152761.418","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","154517.382","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","156256.276","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","157977.153","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","159685.424","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","161376.708","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","283.701","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","284.296","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","284.826","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","285.324","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","285.796","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","286.232","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","286.641","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","9417.046","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9423.506","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","9431.735","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9439.423","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","9445.643","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9450.231","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9452.617","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","11085.358","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11154.009","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","11221.231","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11287.94","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","11354.42","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11419.748","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11482.178","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","338","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","345.715","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","353.366","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","360.933","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","368.4","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","375.769","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","383.071","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","9729.249","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10004.591","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","10286.844","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10575.952","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","10872.063","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11175.198","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11485.044","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","64.737","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","64.386","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","64.033","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","63.692","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","63.362","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","63.049","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","62.756","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","18","Bhoutan","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","701.581","X","Sources internationales sûres",""
